passage_id,question,passage
2001_1441_74.txt,"Jakiej karze podlega armator, który wykonuje rybołówstwo morskie w polskich obszarach morskich, z naruszeniem przepisów ustawy?","Art. 74. 1. Armator, który wykonuje rybołówstwo morskie w polskich obszarach morskich, z naruszeniem przepisów ustawy, podlega karze pieniężnej do wysokości 1 000 000 złotych. 2. Karze, o której mowa w ust. 1, podlega również armator statku o polskiej przynależności, który wykonuje rybołówstwo morskie poza polskimi obszarami morskimi, z naruszeniem przepisów ustawy lub postanowień umów międzynarodowych, których Rzeczpospolita Polska jest stroną. 3. Minister właściwy do spraw rolnictwa określi, w drodze rozporządzenia, wysokość kar pieniężnych za naruszenia, o których mowa w ust. 1 i 2, zróżnicowane w zależności od ich rodzaju i społecznej szkodliwości."
2004_177_81.txt,,Art. 81. Do aukcji elektronicznej przepisów art. 36-38 i 82-92 nie stosuje się. Rozdział 4 Wybór najkorzystniejszej oferty
2001_1409_19.txt,,"Art. 19. 1. Dyrektor właściwego terytorialnie okręgowego urzędu miar, nie częściej niż raz w roku, przeprowadza w pomieszczeniach paczkującego kontrole planowe w celu stwierdzenia poprawności stosowanego przez paczkującego systemu kontroli wewnętrznej ilości towaru paczkowanego. 2. Za czynności wykonywane przez dyrektora, właściwego terytorialnie okręgowego urzędu miar, związane z planowaną kontrolą towarów paczkowanych, pobiera się od paczkującego opłaty zgodnie z przepisami ustawy z dnia 11 maja 2001 r. Prawo o miarach (Dz.U. Nr 63, poz. 636). 3. Właściwe terytorialnie organy administracji miar mogą w każdym czasie przeprowadzać kontrole doraźne. Za czynności wykonywane przez dyrektora, o którym mowa w ust. 1, związane z kontrolą doraźną nie pobiera się opłaty, chyba że w ich wyniku zostanie stwierdzone stosowanie niewłaściwych przyrządów pomiarowych lub, że przyjęty system kontroli wewnętrznej ilości towaru paczkowanego może powodować przekroczenie dopuszczalnej ujemnej wartości błędu ilości towaru paczkowanego T1. W takim przypadku pobierane są opłaty jak za kontrole planowe. 4. Do kontroli planowych i doraźnych stosuje się odpowiednio przepis art. 13 ust. 1."
1996_402_78.txt,,"Art. 78. W przypadku rażącego naruszenia prawa w postępowaniu dyscyplinarnym, Szef Służby Cywilnej może zwrócić się, w ciągu 6 miesięcy od uprawomocnienia się orzeczenia komisji dyscyplinarnej, do Wyższej Komisji Dyscyplinarnej o rozpatrzenie sprawy w pełnym składzie tej Komisji. Od orzeczenia tej Komisji odwołanie nie przysługuje."
2001_1352_62.txt,,"Art. 62. 1. Ostateczne cło antydumpingowe może być ustanowione z mocą wsteczną na towary, które zostały dopuszczone do obrotu nie wcześniej niż 3 miesiące przed dniem ustanowienia tymczasowego cła antydumpingowego, pod warunkiem że stronom umożliwiono wypowiedzenie się w tej sprawie oraz gdy zachodzą łącznie następujące okoliczności: 1) przywóz tych towarów podlegał ewidencjonowaniu, o którym mowa w art. 37, 2) wobec tego rodzaju towarów stwierdzono już w przeszłości przywóz po cenach dumpingowych przez dłuższy okres lub gdy krajowy importer wiedział lub powinien był wiedzieć o rozmiarze stosowanego dumpingu i wyrządzanej przez niego szkody, 3) przywóz towarów po cenach dumpingowych, który wyrządził szkodę w okresie objętym postępowaniem antydumpingowym, nadal znacznie wzrasta w takich rozmiarach i w takim czasie, że ostateczne cła antydumpingowe mogą okazać się niewystarczające, czyniąc wyrządzoną szkodę trudną do naprawienia. 2. Ustanowienie ostatecznego cła antydumpingowego, o którym mowa w ust. 1, nie narusza przepisów art. 58. 3. Ostateczne cła antydumpingowe nie mogą być ustanowione z mocą wsteczną na towary przywiezione na polski obszar celny przed datą naruszenia lub odstąpienia od zobowiązania cenowego. Dział IV Postępowanie w sprawie obejścia ceł antydumpingowych"
1995_368_17.txt,,Art. 17. Sąd rozpoznaje skargi na bezczynność organów w przypadkach określonych w art. 16 ust. 1 pkt 1-4.
2004_879_3.txt,,Art. 3. Przepisy ustawy nie naruszają postanowień zawartych w rozporządzeniu nr 3820/85/EWG i Umowie AETR.
1997_348_9.txt,,"Art. 9. 1. Minister Gospodarki w odniesieniu do paliw gazowych, energii elektrycznej i ciepła określi, w drodze rozporządzenia, szczegółowe warunki przyłączenia podmiotów do sieci, pokrywania kosztów przyłączenia, obrotu paliwami gazowymi, energią elektryczną i ciepłem, świadczenia usług przesyłowych, ruchu sieciowego i eksploatacji sieci oraz standardy jakościowe obsługi odbiorców. 2. Minister Gospodarki w odniesieniu do paliw gazowych i energii elektrycznej określi, w drodze rozporządzenia, szczegółowe warunki planowania rozwoju i finansowania inwestycji. 3. Minister Gospodarki określi, w drodze rozporządzenia, szczegółowe warunki obrotu hurtowego paliwami stałymi i ciekłymi. 4. Minister Gospodarki może, w drodze rozporządzenia, nałożyć na przedsiębiorstwa energetyczne zajmujące się obrotem energią elektryczną i ciepłem obowiązek zakupu energii elektrycznej i ciepła ze źródeł niekonwencjonalnych, w tym odnawialnych, oraz określić szczegółowy zakres tego obowiązku. 5. Minister Gospodarki w porozumieniu z Ministrem Transportu i Gospodarki Morskiej może określić, w drodze rozporządzenia, szczegółowe warunki: 1) planowania rozwoju i eksploatacji rurociągów wykorzystywanych do przesyłania paliw ciekłych oraz finansowania inwestycji, 2) świadczenia usług przesyłania paliw ciekłych rurociągami."
2002_1689_31.txt,"Kogo zwalnia się od akcyzy według zasady wzajemności?","Art. 31. 1. Zwalnia się od akcyzy, jeżeli wynika to z porozumień międzynarodowych, lub zasady wzajemności, czynności podlegające opodatkowaniu akcyzą wobec instytucji Wspólnot Europejskich oraz wobec: organizacji międzynarodowych, przedstawicielstw dyplomatycznych, urzędów konsularnych oraz członków personelu tych przedstawicielstw i urzędów, a także innych osób zrównanych z nimi na podstawie ustaw, umów lub zwyczajów międzynarodowych, jeżeli nie są obywatelami polskimi i nie mają stałego miejsca pobytu na terytorium kraju. 2. Zwalnia się od akcyzy, jeżeli wynika to z porozumień międzynarodowych, czynności podlegające opodatkowaniu akcyzą, których przedmiotem są wyroby akcyzowe przeznaczone dla sił zbrojnych Państw-Stron Traktatu Północnoatlantyckiego, sił zbrojnych uczestniczących w Partnerstwie dla Pokoju oraz dla Kwatery Głównej Wielonarodowego Korpusu Północno-Wschodniego i członków jej personelu oraz dowództw sojuszniczych, w szczególności Centrum Szkolenia Sił Połączonych i członków ich personelu. 3. Zwolnień, o których mowa w ust. 2, nie stosuje się do Sił Zbrojnych Rzeczypospolitej Polskiej. 4. Zwolnienia, o których mowa w ust. 1 i 2, mogą być realizowane również przez zwrot zapłaconej kwoty akcyzy dokonywany przez wyznaczonego naczelnika urzędu celnego. 5. W przypadku zwolnienia od akcyzy realizowanego przez zwrot zapłaconej kwoty akcyzy, wyznaczony naczelnik urzędu celnego określa, w drodze decyzji, wysokość kwoty zwrotu akcyzy. 6. Minister właściwy do spraw finansów publicznych, w drodze rozporządzenia: 1) określi szczegółowy zakres oraz warunki i tryb stosowania zwolnień od akcyzy, o których mowa w ust. 1 i 2 , 2) wyznaczy naczelników urzędów celnych właściwych w sprawach zwrotu zapłaconej kwoty akcyzy – uwzględniając konieczność skutecznego funkcjonowania zwolnień od akcyzy, konieczność zapewnienia właściwej kontroli oraz konieczność zapewnienia przepływu informacji dotyczących wyrobów zwolnionych od akcyzy."
2001_1353_12.txt,"Czy żołnierze przy wykonaniu czynności służbowej nie muszą się przedstawiać?","Art. 12. 1. Żołnierze Żandarmerii Wojskowej przed przystąpieniem do wykonania czynności służbowej są obowiązani przedstawić się, podając stopień wojskowy oraz imię i nazwisko, a ponadto na żądanie osoby, której czynność ta dotyczy, są obowiązani okazać legitymację żołnierza Żandarmerii Wojskowej w sposób umożliwiający odczytanie oraz zanotowanie serii i numeru legitymacji, a także danych osobowych żołnierza. 2. Przepis art. 11 ust. 2 stosuje się odpowiednio."
1994_592_85.txt,"Ile budżetów ma miasto na prawach powiatu?","Art. 85. 1. Miasto na prawach powiatu sporządza jeden budżet. 2. Uchwała budżetowa miasta na prawach powiatu określa poszczególne dochody z uwzględnieniem podziału według źródeł dochodów gmin, powiatów oraz rodzajów przewidzianych na zadania realizowane przez gminy i powiaty wydatków."
2003_1750_183.txt,,"Art. 183. Żołnierze zwolnieni z zawodowej służby wojskowej przed dniem 1 lipca 2004 r., którym na podstawie ustawy, o której mowa w art. 189, przysługiwało prawo do pomocy w zakresie przekwalifikowania, doradztwa zawodowego lub pośrednictwa pracy realizowanego przez wyspecjalizowane organy, korzystają z pomocy określonej w art. 120 w okresie do dnia 31 grudnia 2005 r."
